vt_symbol,name,g4,trade_date,n1_date,h,seal,a1,a2,st3,st3c,bias10,bias20,bias30,vr_d0,vr_tm1,touch,tseg
002286.SZSE,保龄宝,yin2,2025-05-06,2025-05-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4913216861909282,2.6522646924503444,10:00,早09:30~10:30
002290.SZSE,禾盛新材,yin2,2025-05-09,2025-05-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1403271876170873,1.217699260523161,10:30,早09:30~10:30
002290.SZSE,禾盛新材,yang2,2025-06-03,2025-06-04,1,True,False,False,-+,混合,>5,>5,>5,2.2689166086240737,1.1003088147177538,13:15,午13:00~14:00
002291.SZSE,遥望科技,yin2,2023-05-12,2023-05-15,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.6424088314426992,1.3811402416793321,,
002291.SZSE,遥望科技,yin2,2024-12-17,2024-12-18,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.7364954606488394,3.261668277058345,10:30,早09:30~10:30
002292.SZSE,奥飞娱乐,yang4,2023-04-28,2023-05-04,2,True,True,False,+-,混合,>5,>5,,1.0083971964272849,0.8755937859474393,,
002292.SZSE,奥飞娱乐,yin2,2023-05-31,2023-06-01,2,True,True,False,--,全空(10<20<30),>5,0~5,0~5,1.0790430760644434,0.8461424744389214,,
002292.SZSE,奥飞娱乐,yang2,2023-06-05,2023-06-06,1,True,False,False,+-,混合,>5,>5,>5,1.064603021887527,2.447219526076948,,
002292.SZSE,奥飞娱乐,yang2,2024-12-02,2024-12-03,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.8065953707056217,0.9178616469033869,10:15,早09:30~10:30
002292.SZSE,奥飞娱乐,yin2,2024-12-09,2024-12-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7354826240682512,0.7075825142590048,10:00,早09:30~10:30
002295.SZSE,精艺股份,yin2,2024-04-08,2024-04-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1449914196493667,1.4291137878668758,,
002295.SZSE,精艺股份,yin2,2024-04-10,2024-04-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.39014656415185,0.8363699851777582,,
002295.SZSE,精艺股份,yang2,2024-04-11,2024-04-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5494076245493574,1.39014656415185,,
002295.SZSE,精艺股份,yin2,2024-04-16,2024-04-17,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.2772267659184096,0.598387715721949,,
002295.SZSE,精艺股份,yang2,2025-07-07,2025-07-08,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.4741162461552408,1.984673093693629,14:15,尾14:00~15:00
002295.SZSE,精艺股份,yin2,2025-12-11,2025-12-12,0,False,False,False,+-,混合,0~5,>5,0~5,1.2073148633563828,0.8653568025751888,09:45,早09:30~10:30
002297.SZSE,博云新材,yang2,2026-01-21,2026-01-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3092219301285197,0.6597196510818536,10:45,中10:30~11:30
002297.SZSE,博云新材,yang4,2026-04-22,2026-04-23,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4225078535443958,1.7075492006760327,10:30,早09:30~10:30
002297.SZSE,博云新材,yin4,2026-04-27,2026-04-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0339405687253358,0.9220597395788908,13:45,午13:00~14:00
002297.SZSE,博云新材,yin4,2026-05-12,2026-05-13,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2008832207592837,0.7260597140295052,10:30,早09:30~10:30
002297.SZSE,博云新材,yin4,2026-05-20,2026-05-21,0,False,False,False,++,全多(10>20>30),-5~0,0~5,>5,1.3893675578291254,0.652832728531192,11:00,中10:30~11:30
002298.SZSE,中电鑫龙,yang4,2024-03-29,2024-04-01,0,False,False,False,++,全多(10>20>30),-5~0,0~5,>5,1.456328847957571,0.4761846881550416,,
002298.SZSE,中电鑫龙,yin2,2024-12-06,2024-12-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6666873820097392,1.4213526974417072,09:45,早09:30~10:30
002298.SZSE,中电鑫龙,yin2,2025-05-23,2025-05-26,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,2.1778545670956464,1.3177022772143312,10:00,早09:30~10:30
002298.SZSE,中电鑫龙,yin2,2025-08-25,2025-08-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.44557805918590426,0.7666746171455533,09:45,早09:30~10:30
002298.SZSE,中电鑫龙,yin2,2025-09-29,2025-09-30,1,True,False,False,+-,混合,>5,>5,>5,0.3677944404798497,1.1686002712738754,09:45,早09:30~10:30
002298.SZSE,中电鑫龙,yin2,2026-07-28,2026-07-29,1,True,False,False,+-,混合,>5,>5,>5,1.5812492019597637,1.7125297617843425,09:45,早09:30~10:30
002298.SZSE,中电鑫龙,yang2,2026-08-07,2026-08-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5087370717201022,0.5640593993677178,09:45,早09:30~10:30
002300.SZSE,太阳电缆,yang2,2025-12-01,2025-12-02,4,True,True,True,-+,混合,>5,0~5,>5,1.6903801393592208,0.8044297784695391,11:00,中10:30~11:30
002300.SZSE,太阳电缆,yin4,2025-12-11,2025-12-12,3,True,True,True,++,全多(10>20>30),>5,>5,>5,0.7293970968361142,0.8413181419648179,11:30,中10:30~11:30
002300.SZSE,太阳电缆,yin2,2026-08-07,2026-08-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.992555986160499,0.4827166694893532,09:45,早09:30~10:30
002301.SZSE,齐心集团,yin2,2025-11-21,2025-11-24,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.5672014837268613,1.26302150691573,10:45,中10:30~11:30
002301.SZSE,齐心集团,yin2,2025-12-01,2025-12-02,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.544843168058179,0.5718924729353255,10:45,中10:30~11:30
002302.SZSE,西部建设,yin2,2025-08-07,2025-08-08,2,True,True,False,-+,混合,>5,>5,>5,4.7706061135840985,1.0979807118114615,13:45,午13:00~14:00
002307.SZSE,北新路桥,yin2,2025-12-12,2025-12-15,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.2691753791220788,0.5924652295492232,10:30,早09:30~10:30
002309.SZSE,中利集团,yang2,2025-12-19,2025-12-22,0,False,False,False,+-,混合,0~5,>5,0~5,0.9824877346371714,0.6190927993834091,13:15,午13:00~14:00
002309.SZSE,中利集团,yin4,2026-04-17,2026-04-20,1,True,False,False,-+,混合,-5~0,-5~0,0~5,1.2316540726576073,0.8125373123813774,10:30,早09:30~10:30
002312.SZSE,川发龙蟒,yin4,2024-11-18,2024-11-19,0,False,False,False,++,全多(10>20>30),<-5,<-5,>5,0.9753516744814087,0.7349762486746315,15:00,尾14:00~15:00
002312.SZSE,川发龙蟒,yang4,2024-11-19,2024-11-20,1,True,False,False,-+,混合,0~5,0~5,>5,1.6189177446677605,0.9753516744814087,10:15,早09:30~10:30
002312.SZSE,川发龙蟒,yang4,2024-11-25,2024-11-26,0,False,False,False,-+,混合,>5,0~5,>5,1.512191426473451,0.905390258041884,11:15,中10:30~11:30
002313.SZSE,日海智能,yin4,2024-03-01,2024-03-04,1,True,False,False,+-,混合,>5,>5,>5,0.40939615555665365,1.0008410975377815,,
002313.SZSE,日海智能,yin4,2024-03-07,2024-03-08,3,True,True,True,+-,混合,>5,>5,>5,0.787799500576036,0.8451574996275171,,
002313.SZSE,日海智能,yin2,2024-12-13,2024-12-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7589912005994951,2.1314419657608608,09:45,早09:30~10:30
002313.SZSE,日海智能,yang2,2025-01-07,2025-01-08,2,True,True,False,-+,混合,>5,<-5,<-5,0.9187469947448532,1.761903861657149,09:45,早09:30~10:30
002313.SZSE,日海智能,yin2,2025-01-27,2025-02-05,1,True,False,False,+-,混合,-5~0,0~5,0~5,0.36614486415752223,0.6000866433444875,09:45,早09:30~10:30
002313.SZSE,日海智能,yang2,2025-02-10,2025-02-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0611152428414874,1.4854922248958062,13:45,午13:00~14:00
002313.SZSE,日海智能,yang2,2025-03-03,2025-03-04,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,0.6769979342537253,0.6152275300049656,09:45,早09:30~10:30
002314.SZSE,南山控股,yin2,2025-07-04,2025-07-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.6309644857190086,6.384379479911617,10:15,早09:30~10:30
002314.SZSE,南山控股,yin2,2025-07-09,2025-07-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4526388109918198,1.16293872565059,14:30,尾14:00~15:00
002315.SZSE,焦点科技,yang2,2023-04-24,2023-04-25,2,True,True,False,+-,混合,>5,>5,,1.0411374659750523,0.763002200319798,,
002316.SZSE,亚联发展,yin2,2023-04-27,2023-04-28,1,True,False,False,+-,混合,<-5,-5~0,,0.7023567077645677,0.46863815037106454,,
002316.SZSE,亚联发展,yin2,2023-08-18,2023-08-21,1,True,False,False,-+,混合,0~5,0~5,0~5,1.4865511881854305,1.0461169312585026,,
002316.SZSE,亚联发展,yang2,2023-10-25,2023-10-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6695515777787642,0.8177123206323627,,
002317.SZSE,众生药业,yin2,2025-06-19,2025-06-20,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.6154554672917116,0.5639745326474981,13:45,午13:00~14:00
002319.SZSE,乐通股份,yin2,2024-03-01,2024-03-04,1,True,False,False,--,全空(10<20<30),>5,>5,0~5,0.7224054130565668,0.33576429077097686,,
002319.SZSE,乐通股份,yin2,2024-10-24,2024-10-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9243201733195682,0.840969638197142,13:15,午13:00~14:00
002320.SZSE,海峡股份,yin2,2025-11-04,2025-11-05,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.538557874869911,1.0702512746641608,09:45,早09:30~10:30
002324.SZSE,普利特,yang2,2024-12-04,2024-12-05,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.9145126474104377,1.500970608317791,13:45,午13:00~14:00
002328.SZSE,新朋股份,yin2,2026-04-13,2026-04-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4364063330373957,2.604434084188731,10:30,早09:30~10:30
002329.SZSE,皇氏集团,yin2,2024-12-19,2024-12-20,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.680200225313129,0.48483139599450226,09:45,早09:30~10:30
002329.SZSE,皇氏集团,yang2,2025-03-26,2025-03-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6935868540546538,0.6589733313902653,09:45,早09:30~10:30
002329.SZSE,皇氏集团,yin2,2025-12-22,2025-12-23,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.2531266513772379,1.1158779548992628,09:45,早09:30~10:30
002333.SZSE,罗普斯金,yin2,2024-01-29,2024-01-30,1,True,False,False,++,全多(10>20>30),-5~0,0~5,0~5,0.2403539869193334,0.4966298311994225,,
002335.SZSE,科华数据,yang2,2025-02-20,2025-02-21,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.140056994642828,1.10582918164263,09:45,早09:30~10:30
002335.SZSE,科华数据,yang2,2025-03-05,2025-03-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2053971405877681,1.121732580190614,14:30,尾14:00~15:00
002335.SZSE,科华数据,yang2,2025-03-10,2025-03-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3440578628653799,0.7099950744867708,10:15,早09:30~10:30
002335.SZSE,科华数据,yang2,2025-03-11,2025-03-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.615318663445426,1.3440578628653799,10:00,早09:30~10:30
002338.SZSE,奥普光电,yang2,2023-09-22,2023-09-25,0,False,False,False,++,全多(10>20>30),0~5,0~5,>5,2.593455130325735,0.789761099088761,,
002339.SZSE,积成电子,yin2,2026-01-22,2026-01-23,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.645354591915902,0.839230536270132,10:15,早09:30~10:30
002339.SZSE,积成电子,yin2,2026-01-30,2026-02-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.2994212716735934,0.6562513157063764,09:45,早09:30~10:30
002339.SZSE,积成电子,yin2,2026-02-05,2026-02-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9245307233418422,0.9297068342560881,09:45,早09:30~10:30
002339.SZSE,积成电子,yin2,2026-03-17,2026-03-18,1,True,False,False,++,全多(10>20>30),-5~0,0~5,0~5,0.8002287161998898,0.6230061570524683,09:45,早09:30~10:30
002339.SZSE,积成电子,yin2,2026-03-23,2026-03-24,0,False,False,False,--,全空(10<20<30),-5~0,-5~0,<-5,2.0088956070932897,0.9627999182240012,09:45,早09:30~10:30
002342.SZSE,巨力索具,yin4,2025-04-17,2025-04-18,1,True,False,False,-+,混合,>5,<-5,-5~0,1.2300559418298491,0.5092375404828362,10:00,早09:30~10:30
002342.SZSE,巨力索具,yang2,2025-07-08,2025-07-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.6392175381316292,1.6113967940984637,10:15,早09:30~10:30
002342.SZSE,巨力索具,yin4,2026-01-20,2026-01-21,3,True,True,True,++,全多(10>20>30),-5~0,>5,>5,1.0888835985280494,0.8346065886544113,13:15,午13:00~14:00
002342.SZSE,巨力索具,yang4,2026-02-05,2026-02-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.6716258278260412,1.6481481402276679,09:45,早09:30~10:30
002342.SZSE,巨力索具,yang2,2026-04-20,2026-04-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.055445474625541,1.019999416435942,15:00,尾14:00~15:00
002342.SZSE,巨力索具,yang2,2026-05-06,2026-05-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3947494987316877,1.0230875660083272,15:00,尾14:00~15:00
002345.SZSE,潮宏基,yang2,2025-06-11,2025-06-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.8741031665486148,0.6444194914143967,14:00,午13:00~14:00
002346.SZSE,柘中股份,yin2,2025-01-13,2025-01-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.44172048210905124,1.3755460982223562,09:45,早09:30~10:30
002346.SZSE,柘中股份,yin2,2026-07-30,2026-07-31,1,True,False,False,--,全空(10<20<30),0~5,<-5,<-5,1.3788505914056575,1.198982970576785,13:30,午13:00~14:00
002346.SZSE,柘中股份,yang2,2026-08-04,2026-08-05,1,True,False,False,--,全空(10<20<30),>5,>5,>5,0.8850629155644526,0.8640121499028569,10:45,中10:30~11:30
002348.SZSE,高乐股份,yin2,2024-12-12,2024-12-13,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.5667767797452248,0.5717902761734279,09:45,早09:30~10:30
002348.SZSE,高乐股份,yin4,2025-12-05,2025-12-08,0,False,False,False,++,全多(10>20>30),>5,>5,>5,4.3388961804921,13.74607006695032,10:00,早09:30~10:30
002348.SZSE,高乐股份,yin4,2025-12-10,2025-12-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.277710081838711,0.8255060958284566,11:30,中10:30~11:30
002348.SZSE,高乐股份,yin2,2026-04-28,2026-04-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.4573754204773417,0.6569555261741999,11:00,中10:30~11:30
002348.SZSE,高乐股份,yang2,2026-04-30,2026-05-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.598145389352126,1.7507458428178901,10:15,早09:30~10:30
002350.SZSE,北京科锐,yang2,2024-06-28,2024-07-01,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.9196424967968606,1.167139625062923,,
002350.SZSE,北京科锐,yin2,2026-03-02,2026-03-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.2841105069659657,4.383536887235464,11:00,中10:30~11:30
002350.SZSE,北京科锐,yang2,2026-03-09,2026-03-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7975614854101006,0.6686831019513959,11:30,中10:30~11:30
002350.SZSE,北京科锐,yang2,2026-03-23,2026-03-24,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.555829265581259,0.9727724162539523,09:45,早09:30~10:30
002351.SZSE,漫步者,yin2,2023-05-31,2023-06-01,0,False,False,False,-+,混合,0~5,-5~0,-5~0,1.8062786142383067,0.6105641930051988,,
002353.SZSE,杰瑞股份,yin2,2025-12-02,2025-12-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7062025051480647,1.9984725965858041,09:45,早09:30~10:30
002354.SZSE,天娱数科,yang2,2024-11-29,2024-12-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.213698523674369,0.759626418490935,09:45,早09:30~10:30
002354.SZSE,天娱数科,yin2,2024-12-04,2024-12-05,4,True,True,True,++,全多(10>20>30),>5,>5,>5,0.4077022708229905,0.7106027247112763,09:45,早09:30~10:30
002354.SZSE,天娱数科,yin4,2024-12-12,2024-12-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.7416134598821855,2.972574021330694,10:45,中10:30~11:30
002354.SZSE,天娱数科,yang4,2025-01-07,2025-01-08,1,True,False,False,-+,混合,0~5,<-5,<-5,1.9612820121290861,1.2142967195255532,14:15,尾14:00~15:00
002354.SZSE,天娱数科,yang2,2025-05-06,2025-05-07,1,True,False,False,+-,混合,>5,>5,>5,1.391760270000926,0.9172397226779738,15:00,尾14:00~15:00
002354.SZSE,天娱数科,yin4,2026-06-17,2026-06-18,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,0.9556185069658355,0.7077279709947626,10:30,早09:30~10:30
002354.SZSE,天娱数科,yin4,2026-06-23,2026-06-24,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.4820827485010841,1.2190841633760097,09:45,早09:30~10:30
002355.SZSE,兴民智通,yin2,2025-05-28,2025-05-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.2128186986016103,1.4998366016720972,10:00,早09:30~10:30
002355.SZSE,兴民智通,yin2,2026-02-12,2026-02-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.952246809427242,0.5373962565195822,11:15,中10:30~11:30
002355.SZSE,兴民智通,yang2,2026-03-04,2026-03-05,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.5368054673131961,0.672396464666434,09:45,早09:30~10:30
002356.SZSE,鹏飞绿能,yin4,2023-08-01,2023-08-02,1,True,False,False,-+,混合,>5,>5,>5,2.0005131243104204,0.8394791913652155,,
002356.SZSE,鹏飞绿能,yin2,2024-11-22,2024-11-25,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,0.7101666727676298,0.7286620875144326,09:45,早09:30~10:30
002356.SZSE,鹏飞绿能,yang2,2024-11-27,2024-11-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9713785199237995,0.9585263632904317,11:30,中10:30~11:30
002356.SZSE,鹏飞绿能,yin2,2026-03-12,2026-03-13,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,2.172152081138074,0.9746822303794362,09:45,早09:30~10:30
002361.SZSE,神剑股份,yang2,2026-02-24,2026-02-25,0,False,False,False,+-,混合,0~5,>5,>5,1.2951040580819817,0.6385439181235573,10:45,中10:30~11:30
002361.SZSE,神剑股份,yin4,2026-04-07,2026-04-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5094443028891328,0.8224985388880538,09:45,早09:30~10:30
002361.SZSE,神剑股份,yang4,2026-04-14,2026-04-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1792471421736161,1.0786880050630687,10:45,中10:30~11:30
002361.SZSE,神剑股份,yin2,2026-06-09,2026-06-10,0,False,False,False,--,全空(10<20<30),>5,>5,0~5,2.058946704577536,2.2277637335472615,14:30,尾14:00~15:00
002362.SZSE,汉王科技,yang4,2024-12-19,2024-12-20,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.5305380837779077,0.7574566963935604,14:45,尾14:00~15:00
002364.SZSE,中恒电气,yin2,2024-12-31,2025-01-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8363308826612639,1.2816604445517419,09:45,早09:30~10:30
002364.SZSE,中恒电气,yin2,2025-01-03,2025-01-06,3,True,True,True,++,全多(10>20>30),>5,>5,>5,0.9314678720433093,0.9856304259335522,10:00,早09:30~10:30
002364.SZSE,中恒电气,yang2,2025-03-11,2025-03-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.702766350425586,1.130437756821293,10:45,中10:30~11:30
002364.SZSE,中恒电气,yang4,2026-04-30,2026-05-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3737863802426389,0.9032407175452962,14:00,午13:00~14:00
002364.SZSE,中恒电气,yin4,2026-05-12,2026-05-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.5497573351734504,0.5881118642660094,10:15,早09:30~10:30
002365.SZSE,永安药业,yin2,2025-04-25,2025-04-28,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.9317007896671259,2.871175369614704,09:45,早09:30~10:30
002365.SZSE,永安药业,yang2,2025-05-13,2025-05-14,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,0.7653219494985949,0.7477143557437497,11:15,中10:30~11:30
002365.SZSE,永安药业,yin2,2026-07-24,2026-07-27,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.34567136154715145,0.4869818031399689,09:45,早09:30~10:30
002365.SZSE,永安药业,yin2,2026-08-06,2026-08-07,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.7362216501164642,1.4572682347138295,09:45,早09:30~10:30
002366.SZSE,融发核电,yang4,2023-06-08,2023-06-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.5211588275391956,0.9115918597969804,,
002366.SZSE,融发核电,yin4,2025-06-11,2025-06-12,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.2647186087160907,0.7108287138149496,10:15,早09:30~10:30
002366.SZSE,融发核电,yang4,2025-06-16,2025-06-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0211993744127117,0.8721921148527327,11:00,中10:30~11:30
002369.SZSE,卓翼科技,yin2,2023-10-10,2023-10-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.1955789613082053,2.598957721510877,,
002369.SZSE,卓翼科技,yang2,2024-09-19,2024-09-20,1,True,False,False,-+,混合,>5,0~5,>5,1.1319584765219786,0.7138053480807214,09:45,早09:30~10:30
002369.SZSE,卓翼科技,yang2,2024-09-24,2024-09-25,0,False,False,False,-+,混合,>5,>5,>5,1.6750405891963596,1.574634760109046,15:00,尾14:00~15:00
002369.SZSE,卓翼科技,yin2,2025-01-02,2025-01-03,1,True,False,False,-+,混合,<-5,<-5,<-5,1.3314203217374505,0.5606159464864456,13:45,午13:00~14:00
002369.SZSE,卓翼科技,yin4,2025-02-26,2025-02-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.8679051912124371,3.3103339953404882,14:30,尾14:00~15:00
002369.SZSE,卓翼科技,yang4,2025-03-04,2025-03-05,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.9182364925837417,1.082584121647095,09:45,早09:30~10:30
002370.SZSE,亚太药业,yin2,2025-07-18,2025-07-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3139268469383878,2.8363171787455443,10:30,早09:30~10:30
002370.SZSE,亚太药业,yang2,2025-07-25,2025-07-28,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.833072402489604,1.182500450683505,10:15,早09:30~10:30
002374.SZSE,中锐股份,yang2,2025-12-24,2025-12-25,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,2.2700003836084126,0.4665674392231909,13:30,午13:00~14:00
002378.SZSE,章源钨业,yang2,2025-08-26,2025-08-27,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.9582924589688657,2.580124309977456,09:45,早09:30~10:30
