代码,名称,买入日,四组,方案点,阴阳,地基涨跌%,地基档,距MA5%,距MA10%,距MA20%,距MA30%,站上均线数,MA10位置,MA10斜率%,MA20斜率%,反包结构,断板天数,前板高度,反包收复%,断板回撤%,前板日,链,买入开盘%,次日收%,持有到断板%,月,年
000546.SZSE,金圆股份,2025-11-20,三接四阴,—,阴,-2.89,小阴-3~0,1.4,4.4,8.1,9.7,4,上,4.89,2.81,60日内无板,,,,,,下影+2→下影+10→下影+9,10.0,-22.49,-22.49,2025-11,2025
000547.SZSE,航天发展,2025-11-18,二接三阳,—,阳,0.83,小阳0~3,0.1,-0.7,2.6,5.3,3,下,0.57,2.45,断8~15天,12.0,1.0,6.4,-6.6,10-28,下影-1→一字+10,6.28,10.01,8.87,2025-11,2025
000547.SZSE,航天发展,2025-11-19,三接四阳,—,阳,0.83,小阳0~3,0.1,-0.7,2.6,5.3,3,下,0.57,2.45,断8~15天,12.0,1.0,6.4,-6.6,10-28,下影-1→一字+10→下影+6,7.55,9.98,-1.04,2025-11,2025
000547.SZSE,航天发展,2025-12-02,二接三阳,—,阳,-3.23,大阴-5~-3,-5.7,0.2,17.7,27.4,3,上,22.37,12.33,断2~3天,3.0,1.0,-1.0,-16.2,11-24,下影-2→下影+10,4.37,5.2,5.2,2025-12,2025
000548.SZSE,湖南投资,2024-11-26,二接三阳,—,阳,1.15,小阳0~3,2.2,1.7,3.1,5.3,4,上,0.89,1.64,断16~60天,36.0,1.0,27.7,-4.4,09-25,下影+0→下影+7,8.76,-16.93,-16.93,2024-11,2024
000550.SZSE,江铃汽车,2023-07-19,二接三阴,—,阴,-0.42,小阴-3~0,-0.9,-0.2,1.8,3.7,2,下,2.4,1.83,断16~60天,45.0,1.0,4.5,-15.9,05-10,下影+6→下影+2,-1.68,-6.47,-6.47,2023-07,2023
000551.SZSE,创元科技,2024-10-09,二接三阳,—,阳,3.26,大阳3~5,5.1,8.2,8.0,6.5,4,上,2.54,0.2,60日内无板,,,,,,下影+2→下影+10,-0.09,3.56,3.56,2024-10,2024
000551.SZSE,创元科技,2025-12-25,三接四阳,—,阳,1.15,小阳0~3,0.3,1.1,3.0,2.5,4,上,1.64,0.73,60日内无板,,,,,,实体+0→实体+2→一字+10,0.13,1.74,1.74,2025-12,2025
000553.SZSE,安道麦A,2024-10-25,二接三阳,—,阳,8.3,巨阳≥5,12.3,13.7,18.7,24.9,4,上,0.25,5.7,断1天,1.0,1.0,19.1,2.0,10-21,下影+3→下影+10,0.0,2.63,2.63,2024-10,2024
000554.SZSE,泰山石油,2026-03-04,二接三阳,—,阳,2.99,小阳0~3,3.8,6.9,9.7,15.3,4,上,4.13,5.11,断2~3天,3.0,1.0,13.1,-2.8,02-24,下影+10→下影+10,9.95,-8.79,-8.79,2026-03,2026
000555.SZSE,神州信息,2025-10-31,二接三阳,—,阳,0.13,小阳0~3,5.0,10.3,10.7,10.1,4,上,3.26,0.64,断2~3天,3.0,1.0,17.4,0.4,10-23,下影+1→下影+3,8.7,3.01,8.2,2025-10,2025
000557.SZSE,西部创业,2024-11-11,二接三阳,—,阳,1.57,小阳0~3,3.6,3.2,5.9,9.9,4,上,1.66,1.93,断16~60天,46.0,1.0,28.2,-14.4,08-23,一字+10→一字+10,10.06,-5.52,-5.52,2024-11,2024
000559.SZSE,万向钱潮,2025-05-12,二接三阳,—,阳,3.26,大阳3~5,6.1,7.8,9.5,5.5,4,上,3.0,-2.72,断16~60天,21.0,1.0,3.0,-24.3,04-02,下影+4→下影+2,9.95,4.96,4.96,2025-05,2025
000559.SZSE,万向钱潮,2025-09-17,二接三阴,—,阴,-1.26,小阴-3~0,-1.0,0.4,-1.3,-0.5,1,上,-0.65,0.35,60日内无板,,,,,,实体+0→下影+5,9.98,10.03,-0.96,2025-09,2025
000559.SZSE,万向钱潮,2025-09-18,三接四阴,—,阴,-1.26,小阴-3~0,-1.0,0.4,-1.3,-0.5,1,上,-0.65,0.35,60日内无板,,,,,,实体+0→下影+5→下影+10,5.92,-9.98,-9.98,2025-09,2025
000560.SZSE,我爱我家,2024-04-30,二接三阳,—,阳,0.0,小阳0~3,-1.6,-5.3,-16.5,-20.1,0,下,-12.33,-7.43,断16~60天,28.0,1.0,-16.0,-25.7,03-14,下影+2→下影+5,7.37,-1.44,-1.44,2024-04,2024
000560.SZSE,我爱我家,2024-05-21,三接四阳,—,阳,7.59,巨阳≥5,9.3,15.4,29.3,24.5,4,上,16.45,2.84,断2~3天,3.0,1.0,20.5,-4.5,05-10,下影-0→一字+10→一字+10,3.74,6.52,4.53,2024-05,2024
000560.SZSE,我爱我家,2024-09-30,二接三阴,—,阴,-1.75,小阴-3~0,0.4,6.7,11.5,10.5,4,上,6.99,3.3,断4~7天,5.0,1.0,14.4,-2.6,09-18,下影-1→下影+4,10.0,4.28,4.28,2024-09,2024
000560.SZSE,我爱我家,2024-10-08,三接四阴,—,阴,-1.75,小阴-3~0,0.4,6.7,11.5,10.5,4,上,6.99,3.3,断4~7天,5.0,1.0,14.4,-2.6,09-18,下影-1→下影+4→下影+10,9.89,-14.6,-14.6,2024-10,2024
000560.SZSE,我爱我家,2026-09-01,二接三阳,—,阳,0.0,小阳0~3,3.5,5.3,6.2,7.8,4,上,1.6,1.55,断2~3天,2.0,1.0,10.5,-2.1,08-25,实体+4→一字+10,5.17,-0.31,-0.31,2026-09,2026
000561.SZSE,烽火电子,2024-10-29,二接三阴,—,阴,-0.37,小阴-3~0,0.8,3.8,5.8,12.3,4,上,1.45,5.59,断16~60天,19.0,1.0,25.6,-2.4,09-20,实体+1→下影+4,5.86,-3.84,-3.84,2024-10,2024
000561.SZSE,烽火电子,2025-08-14,二接三阳,—,阳,-0.48,小阴-3~0,-0.6,0.9,3.5,3.2,3,上,2.88,1.26,断16~60天,35.0,1.0,21.1,-0.6,06-23,下影+0→下影+3,6.8,4.73,4.73,2025-08,2025
000564.SZSE,供销大集,2024-11-07,二接三阴,—,阴,-2.0,小阴-3~0,-0.1,2.2,4.1,5.3,3,上,4.41,0.35,断16~60天,26.0,1.0,18.7,-3.8,09-20,下影-1→下影+0,0.84,9.92,4.58,2024-11,2024
000564.SZSE,供销大集,2024-12-02,二接三阳,—,阳,3.0,大阳3~5,-2.7,-0.5,4.5,15.7,2,下,-1.53,9.39,断4~7天,4.0,1.0,1.3,-15.1,11-21,下影+0→下影+2,0.6,-1.64,-1.64,2024-12,2024
000565.SZSE,渝三峡Ａ,2025-04-30,三接四阳,—,阳,0.39,小阳0~3,0.5,2.0,1.4,-1.1,3,上,2.54,-1.45,60日内无板,,,,,,下影+0→下影-3→一字+10,10.06,10.07,16.03,2025-04,2025
000565.SZSE,渝三峡Ａ,2025-05-16,二接三阳,—,阳,5.72,巨阳≥5,10.4,27.9,58.5,71.8,4,上,36.61,21.28,断4~7天,4.0,6.0,26.7,-10.0,05-07,下影-1→下影-2,0.47,-6.71,-6.71,2025-05,2025
000566.SZSE,海南海药,2024-09-11,三接四阳,A1,阳,2.34,小阳0~3,1.4,1.3,-1.7,-1.0,2,上,-2.2,-0.72,断16~60天,17.0,1.0,-2.9,-14.7,08-13,下影+10→一字+10→一字+10,10.05,10.02,8.91,2024-09,2024
000566.SZSE,海南海药,2024-11-07,二接三阳,—,阳,2.11,小阳0~3,-1.9,-0.3,8.0,10.4,2,下,10.29,6.0,断4~7天,7.0,2.0,7.4,-5.6,10-24,实体-1→下影+4,-3.41,-0.15,-0.15,2024-11,2024
000566.SZSE,海南海药,2024-11-08,三接四阳,—,阳,2.11,小阳0~3,-1.9,-0.3,8.0,10.4,2,下,10.29,6.0,断4~7天,7.0,2.0,7.4,-5.6,10-24,实体-1→下影+4→实体-3,9.91,-15.33,-15.33,2024-11,2024
000566.SZSE,海南海药,2025-06-04,二接三阳,—,阳,5.7,巨阳≥5,0.7,-1.9,3.5,5.2,3,下,3.36,1.98,断8~15天,10.0,1.0,12.7,-4.6,05-15,实体-0→下影+2,9.96,-12.3,-12.3,2025-06,2025
000566.SZSE,海南海药,2025-11-18,二接三阳,—,阳,0.33,小阳0~3,-0.8,-0.8,2.2,5.2,2,下,3.33,2.8,60日内无板,,,,,,实体+0→下影+4,0.94,-12.2,-12.2,2025-11,2025
000566.SZSE,海南海药,2025-12-23,二接三阴,—,阴,-2.23,小阴-3~0,-7.2,-13.6,-16.7,-12.8,0,下,-6.23,-1.17,断16~60天,17.0,1.0,-13.8,-22.4,11-25,下影+0→下影+1,6.91,-5.48,-5.48,2025-12,2025
000566.SZSE,海南海药,2026-07-01,二接三阴,—,阴,-10.02,巨阴≤-5,-1.7,2.9,3.3,0.6,3,上,4.12,0.19,断2~3天,2.0,2.0,1.1,-8.0,06-24,下影-3→下影+2,-1.8,10.02,11.84,2026-07,2026
000566.SZSE,海南海药,2026-07-02,三接四阴,—,阴,-10.02,巨阴≤-5,-1.7,2.9,3.3,0.6,3,上,4.12,0.19,断2~3天,2.0,2.0,1.1,-8.0,06-24,下影-3→下影+2→下影-2,9.11,1.66,1.66,2026-07,2026
000567.SZSE,海德股份,2024-09-26,二接三阴,—,阴,-1.73,小阴-3~0,-1.7,-1.0,-3.5,-7.2,0,下,-0.24,-3.13,断16~60天,36.0,1.0,-8.4,-18.5,07-31,实体+0→下影+10,-0.36,3.8,3.8,2024-09,2024
000568.SZSE,泸州老窖,2024-09-30,二接三阴,B1,阴,1.67,小阳0~3,6.4,7.6,3.1,-1.3,3,上,-2.84,-3.45,60日内无板,,,,,,下影+1→下影+7,10.0,6.21,6.21,2024-09,2024
000568.SZSE,泸州老窖,2024-10-08,三接四阴,—,阴,1.67,小阳0~3,6.4,7.6,3.1,-1.3,3,上,-2.84,-3.45,60日内无板,,,,,,下影+1→下影+7→下影+10,10.0,-13.1,-13.1,2024-10,2024
000571.SZSE,新大洲A,2024-03-18,二接三阴,B1,阴,-0.85,小阴-3~0,0.9,0.2,1.9,-4.4,3,上,-1.4,-1.82,60日内无板,,,,,,下影+0→下影+8,1.06,10.0,9.03,2024-03,2024
000571.SZSE,新大洲A,2024-03-19,三接四阴,—,阴,-0.85,小阴-3~0,0.9,0.2,1.9,-4.4,3,上,-1.4,-1.82,60日内无板,,,,,,下影+0→下影+8→下影+1,6.45,9.97,-0.88,2024-03,2024
000572.SZSE,海马汽车,2023-07-31,二接三阴,—,阴,-2.96,小阴-3~0,-1.1,-3.2,-2.7,-1.4,0,下,-1.19,0.69,60日内无板,,,,,,一字+10→下影+0,6.59,3.17,3.17,2023-07,2023
000572.SZSE,海马汽车,2023-08-01,三接四阴,—,阴,-2.96,小阴-3~0,-1.1,-3.2,-2.7,-1.4,0,下,-1.19,0.69,60日内无板,,,,,,一字+10→下影+0→下影+7,0.0,-5.76,-5.76,2023-08,2023
000572.SZSE,海马汽车,2023-11-14,二接三阴,—,阴,-1.98,小阴-3~0,0.3,2.1,3.6,4.4,4,上,3.36,1.16,60日内无板,,,,,,下影-1→下影+4,-1.11,-1.35,-1.35,2023-11,2023
000572.SZSE,海马汽车,2024-10-31,二接三阳,—,阳,3.37,大阳3~5,7.2,13.0,14.8,19.5,4,上,3.64,5.06,断16~60天,55.0,1.0,8.4,-26.9,08-01,下影+2→下影+0,2.07,-9.42,-9.42,2024-10,2024
000572.SZSE,海马汽车,2025-11-04,二接三阴,—,阴,-1.8,小阴-3~0,1.8,-2.2,-0.2,3.8,2,下,-2.15,1.6,断8~15天,10.0,2.0,-7.6,-22.0,10-16,下影+3→下影+4,9.5,10.01,12.64,2025-11,2025
000572.SZSE,海马汽车,2025-11-05,三接四阴,—,阴,-1.8,小阴-3~0,1.8,-2.2,-0.2,3.8,2,下,-2.15,1.6,断8~15天,10.0,2.0,-7.6,-22.0,10-16,下影+3→下影+4→下影+10,8.89,2.39,2.39,2025-11,2025
000573.SZSE,粤宏远Ａ,2024-11-25,二接三阳,—,阳,4.64,大阳3~5,3.3,0.6,2.2,5.9,4,上,-0.61,2.37,60日内无板,,,,,,实体-1→下影+0,5.37,-10.03,-10.03,2024-11,2024
000573.SZSE,粤宏远Ａ,2025-01-07,二接三阳,—,阳,4.35,大阳3~5,5.0,3.4,-2.5,-3.9,2,上,-7.05,-1.87,断16~60天,27.0,3.0,-11.8,-30.1,11-25,一字+10→一字+10,10.08,10.12,20.0,2025-01,2025
000573.SZSE,粤宏远Ａ,2025-01-08,三接四阳,—,阳,4.35,大阳3~5,5.0,3.4,-2.5,-3.9,2,上,-7.05,-1.87,断16~60天,27.0,3.0,-11.8,-30.1,11-25,一字+10→一字+10→下影+10,10.12,10.07,8.97,2025-01,2025
000573.SZSE,粤宏远Ａ,2025-02-26,二接三阴,—,阴,-1.94,小阴-3~0,-1.5,-2.8,-9.2,-9.7,0,下,-8.27,-4.08,断8~15天,15.0,1.0,-13.3,-22.3,01-23,实体+0→下影-2,0.61,-10.06,-10.06,2025-02,2025
000586.SZSE,汇源通信,2024-02-29,二接三阴,—,阴,-4.32,大阴-5~-3,3.8,14.6,0.6,-9.6,3,上,-4.43,-7.88,断2~3天,2.0,1.0,10.3,-0.2,02-22,下影+1→实体+7,7.18,10.0,0.85,2024-02,2024
000592.SZSE,平潭发展,2024-10-31,二接三阳,—,阳,6.06,巨阳≥5,7.8,11.6,15.4,23.5,4,上,2.96,7.19,断8~15天,15.0,1.0,22.2,-9.5,09-30,下影+0→下影+7,0.0,-16.49,-16.49,2024-10,2024
000592.SZSE,平潭发展,2025-11-04,二接三阳,—,阳,6.62,巨阳≥5,17.1,36.7,56.8,66.3,4,上,26.29,14.64,断1天,1.0,5.0,17.2,-2.5,10-29,下影+2→下影+9,6.68,10.04,-0.93,2025-11,2025
000592.SZSE,平潭发展,2025-11-05,三接四阳,—,阳,6.62,巨阳≥5,17.1,36.7,56.8,66.3,4,上,26.29,14.64,断1天,1.0,5.0,17.2,-2.5,10-29,下影+2→下影+9→下影+7,5.02,-9.97,-9.97,2025-11,2025
000593.SZSE,德龙汇能,2025-10-30,二接三阳,—,阳,3.39,大阳3~5,6.1,9.4,12.5,14.7,4,上,2.0,2.91,60日内无板,,,,,,下影+3→一字+10,10.02,-9.96,-9.96,2025-10,2025
000593.SZSE,德龙汇能,2026-01-14,二接三阳,—,阳,8.01,巨阳≥5,11.2,12.9,19.1,14.5,4,上,7.22,-1.21,断8~15天,9.0,1.0,26.8,-4.3,12-25,下影-0→下影+10,3.66,5.0,5.0,2026-01,2026
000593.SZSE,德龙汇能,2026-08-05,三接四阴,—,阴,-7.74,巨阴≤-5,-8.6,-16.3,-24.7,-28.0,0,下,-10.43,-5.66,断8~15天,11.0,1.0,-21.5,-28.9,07-15,一字+10→一字+10→一字+10,10.01,0.89,0.89,2026-08,2026
000595.SZSE,新能股份,2024-01-04,三接四阳,—,阳,3.29,大阳3~5,-0.2,-3.2,-5.1,-6.5,0,下,-3.51,-2.01,60日内无板,,,,,,实体+0→下影+3→一字+10,3.67,-7.25,-7.25,2024-01,2024
000595.SZSE,新能股份,2024-07-30,二接三阳,—,阳,-2.83,小阴-3~0,0.5,2.5,2.3,0.7,4,上,0.45,-0.87,60日内无板,,,,,,一字+10→一字+10,3.61,-7.44,-7.44,2024-07,2024
000595.SZSE,新能股份,2024-09-24,二接三阳,B2,阳,1.28,小阳0~3,8.3,12.0,20.6,27.8,4,上,9.37,7.63,断1天,1.0,1.0,11.3,-0.7,09-18,下影-1→下影-4,5.22,10.04,16.55,2024-09,2024
000595.SZSE,新能股份,2024-09-25,三接四阳,—,阳,1.28,小阳0~3,8.3,12.0,20.6,27.8,4,上,9.37,7.63,断1天,1.0,1.0,11.3,-0.7,09-18,下影-1→下影-4→下影+5,4.48,5.92,5.92,2024-09,2024
000595.SZSE,新能股份,2024-10-15,二接三阳,—,阳,0.24,小阳0~3,2.9,8.7,33.2,50.0,4,上,25.21,18.56,断4~7天,6.0,4.0,15.3,-13.7,09-25,下影-4→下影+4,4.96,-14.49,-14.49,2024-10,2024
000595.SZSE,新能股份,2025-03-21,二接三阴,—,阴,-2.08,小阴-3~0,-0.9,1.0,-2.5,-1.5,1,上,-0.93,-1.42,断16~60天,24.0,1.0,5.3,-11.3,02-12,下影-1→实体+3,7.29,-14.23,-14.23,2025-03,2025
000595.SZSE,新能股份,2026-07-24,二接三阴,—,阴,-2.98,小阴-3~0,-4.2,-9.8,-16.1,-21.2,0,下,-10.08,-7.04,断8~15天,12.0,2.0,-19.6,-31.1,07-03,实体-0→一字+10,9.96,-3.13,-3.13,2026-07,2026
000595.SZSE,新能股份,2026-08-04,二接三阴,—,阴,-8.02,巨阴≤-5,-10.8,-5.5,-8.2,-10.9,0,下,4.3,0.12,断4~7天,4.0,3.0,-10.7,-18.9,07-24,下影+2→下影+3,9.9,1.68,1.68,2026-08,2026
000595.SZSE,新能股份,2026-08-05,三接四阴,—,阴,-8.02,巨阴≤-5,-10.8,-5.5,-8.2,-10.9,0,下,4.3,0.12,断4~7天,4.0,3.0,-10.7,-18.9,07-24,下影+2→下影+3→下影+10,8.38,-13.3,-13.3,2026-08,2026
000596.SZSE,古井贡酒,2024-09-30,二接三阴,B1,阴,0.22,小阳0~3,3.0,3.0,-2.6,-6.6,2,上,-5.13,-3.79,60日内无板,,,,,,实体-0→下影+6,9.95,9.98,9.98,2024-09,2024
000596.SZSE,古井贡酒,2024-10-08,三接四阴,—,阴,0.22,小阳0~3,3.0,3.0,-2.6,-6.6,2,上,-5.13,-3.79,60日内无板,,,,,,实体-0→下影+6→下影+10,10.0,-10.01,-10.01,2024-10,2024
000597.SZSE,东北制药,2024-08-09,三接四阴,—,阴,-1.71,小阴-3~0,0.4,2.6,2.7,2.7,4,上,1.03,0.55,60日内无板,,,,,,一字+10→一字+10→一字+10,10.09,-10.02,-10.02,2024-08,2024
000599.SZSE,青岛双星,2025-10-28,二接三阴,—,阴,-1.03,小阴-3~0,2.5,3.0,4.5,5.1,4,上,1.64,1.06,断16~60天,34.0,1.0,15.1,-6.9,08-28,下影+0→实体+5,9.2,-8.62,-8.62,2025-10,2025
000599.SZSE,青岛双星,2025-10-29,三接四阴,—,阴,-1.03,小阴-3~0,2.5,3.0,4.5,5.1,4,上,1.64,1.06,断16~60天,34.0,1.0,15.1,-6.9,08-28,下影+0→实体+5→下影+9,4.18,-14.71,-14.71,2025-10,2025
000601.SZSE,韶能股份,2025-03-21,二接三阳,—,阳,2.11,小阳0~3,1.7,0.7,1.2,2.5,4,上,-1.75,0.71,60日内无板,,,,,,实体+1→下影+3,0.0,2.58,-2.07,2025-03,2025
000601.SZSE,韶能股份,2025-07-08,二接三阳,—,阳,1.41,小阳0~3,1.6,3.8,2.7,1.3,4,上,1.08,-0.59,断16~60天,45.0,2.0,-19.9,-33.0,04-25,下影+6→一字+10,7.84,-4.16,-4.16,2025-07,2025
000601.SZSE,韶能股份,2026-03-20,二接三阴,—,阴,-2.86,小阴-3~0,-6.9,-3.4,4.6,9.0,2,下,9.03,6.42,断4~7天,6.0,2.0,-0.3,-9.5,03-09,一字+10→一字+10,9.86,-9.95,-9.95,2026-03,2026
000601.SZSE,韶能股份,2026-05-14,二接三阳,—,阳,1.24,小阳0~3,4.0,4.8,7.2,5.6,4,上,1.4,1.86,断16~60天,29.0,2.0,-8.8,-29.3,03-25,实体+0→下影+9,10.0,-19.51,-19.51,2026-05,2026
000603.SZSE,盛达资源,2026-01-27,二接三阳,—,阳,1.78,小阳0~3,8.6,14.9,29.4,36.5,4,上,14.39,9.27,60日内无板,,,,,,下影+5→下影+10,0.37,7.96,8.79,2026-01,2026
000603.SZSE,盛达资源,2026-07-23,二接三阴,—,阴,-1.58,小阴-3~0,-7.3,-11.4,-16.5,-22.9,0,下,-9.13,-7.9,断8~15天,13.0,2.0,-19.2,-28.2,07-01,下影+2→实体+2,3.85,-0.12,-0.12,2026-07,2026
000605.SZSE,渤海股份,2024-11-07,二接三阳,—,阳,1.1,小阳0~3,-0.4,0.1,1.8,6.5,3,上,2.45,2.57,60日内无板,,,,,,实体+0→一字+10,10.03,10.07,9.66,2024-11,2024
000605.SZSE,渤海股份,2024-11-08,三接四阳,—,阳,1.1,小阳0~3,-0.4,0.1,1.8,6.5,3,上,2.45,2.57,60日内无板,,,,,,实体+0→一字+10→下影+10,10.07,-0.37,-0.37,2024-11,2024
000605.SZSE,渤海股份,2024-11-20,二接三阴,—,阴,-0.36,小阴-3~0,2.3,12.4,29.5,37.6,4,上,21.29,12.7,断1天,1.0,1.0,9.6,-2.7,11-14,下影+7→下影+0,10.04,10.02,8.94,2024-11,2024
000605.SZSE,渤海股份,2024-11-21,三接四阴,—,阴,-0.36,小阴-3~0,2.3,12.4,29.5,37.6,4,上,21.29,12.7,断1天,1.0,1.0,9.6,-2.7,11-14,下影+7→下影+0→下影+10,10.02,10.0,-0.98,2024-11,2024
000607.SZSE,华媒控股,2025-07-10,二接三阳,—,阳,0.22,小阳0~3,1.4,2.8,6.0,8.6,4,上,4.34,2.55,断4~7天,7.0,1.0,9.8,-5.1,06-26,下影+2→下影+10,9.17,10.0,-1.0,2025-07,2025
000607.SZSE,华媒控股,2025-07-11,三接四阳,—,阳,0.22,小阳0~3,1.4,2.8,6.0,8.6,4,上,4.34,2.55,断4~7天,7.0,1.0,9.8,-5.1,06-26,下影+2→下影+10→下影+9,10.0,-10.0,-10.0,2025-07,2025
000608.SZSE,阳光股份,2024-09-26,二接三阳,—,阳,-0.64,小阴-3~0,0.9,2.6,4.4,4.5,4,上,1.21,1.54,60日内无板,,,,,,实体+1→下影+10,-0.53,10.14,19.81,2024-09,2024
000608.SZSE,阳光股份,2024-11-11,二接三阳,—,阳,2.88,小阳0~3,4.4,7.0,10.7,14.4,4,上,4.24,-0.29,断8~15天,15.0,1.0,21.1,-8.8,10-16,下影-2→下影+10,3.96,-18.02,-18.02,2024-11,2024
000619.SZSE,海螺新材,2024-12-03,二接三阳,—,阳,2.94,小阳0~3,2.0,3.8,4.3,5.2,4,上,1.24,-0.11,60日内无板,,,,,,下影-0→下影+5,1.18,-10.04,-10.04,2024-12,2024
000619.SZSE,海螺新材,2024-12-11,二接三阳,—,阳,3.79,大阳3~5,-2.9,5.7,14.0,16.3,3,上,13.08,6.52,断2~3天,3.0,3.0,-3.1,-16.3,12-03,下影+2→下影+10,0.0,-12.9,-12.9,2024-12,2024
000620.SZSE,盈新发展,2024-05-24,三接四阳,—,阳,2.79,小阳0~3,4.5,4.3,4.5,4.2,4,上,-0.9,0.49,60日内无板,,,,,,一字+10→一字+10→一字+10,5.74,-10.07,-10.07,2024-05,2024
000620.SZSE,盈新发展,2024-11-07,二接三阴,—,阴,-1.62,小阴-3~0,0.3,4.4,7.3,11.8,4,上,6.41,3.01,断16~60天,20.0,1.0,7.5,-16.7,09-30,下影-1→下影+3,1.82,-7.44,-7.44,2024-11,2024
000620.SZSE,盈新发展,2025-11-05,二接三阴,—,阴,-10.14,巨阴≤-5,-13.7,-2.2,18.3,24.7,2,下,30.77,16.45,断2~3天,3.0,7.0,-14.4,-22.3,10-28,下影-1→下影+8,5.0,2.42,2.42,2025-11,2025
000620.SZSE,盈新发展,2025-11-06,三接四阴,A2,阴,-10.14,巨阴≤-5,-13.7,-2.2,18.3,24.7,2,下,30.77,16.45,断2~3天,3.0,7.0,-14.4,-22.3,10-28,下影-1→下影+8→下影+5,9.39,-12.95,-12.95,2025-11,2025
000626.SZSE,远大控股,2024-10-24,二接三阳,—,阳,0.59,小阳0~3,1.1,-0.8,5.9,10.7,3,下,2.72,4.74,断8~15天,10.0,1.0,4.9,-7.7,09-30,下影+0→下影+5,10.06,-9.44,-9.44,2024-10,2024
000626.SZSE,远大控股,2025-04-14,二接三阳,—,阳,4.86,大阳3~5,-2.1,-4.7,-8.1,-8.9,0,下,-4.13,-2.06,60日内无板,,,,,,一字+10→一字+10,2.16,-9.98,-9.98,2025-04,2025
000626.SZSE,远大控股,2025-10-16,二接三阳,—,阳,-1.04,小阴-3~0,0.5,1.7,-0.3,-1.7,2,上,-0.88,-0.88,断16~60天,55.0,1.0,-7.2,-20.4,07-18,下影+0→下影+10,10.05,10.03,20.97,2025-10,2025
000626.SZSE,远大控股,2025-10-17,三接四阳,—,阳,-1.04,小阴-3~0,0.5,1.7,-0.3,-1.7,2,上,-0.88,-0.88,断16~60天,55.0,1.0,-7.2,-20.4,07-18,下影+0→下影+10→下影+10,5.3,10.04,9.94,2025-10,2025
000628.SZSE,高新发展,2024-02-21,三接四阴,A2,阴,-2.2,小阴-3~0,-1.5,-8.0,-18.4,-20.6,0,下,-13.68,-4.68,断16~60天,17.0,1.0,-21.4,-35.5,01-15,下影+1→一字+10→一字+10,1.44,5.63,21.61,2024-02,2024
000628.SZSE,高新发展,2024-10-16,二接三阴,—,阴,-9.99,巨阴≤-5,-5.9,4.4,15.0,21.0,3,上,15.71,10.44,断2~3天,3.0,2.0,-0.3,-9.3,10-08,下影-2→实体+6,3.82,-7.95,-7.95,2024-10,2024
000631.SZSE,顺发恒能,2023-10-24,二接三阳,—,阳,1.89,小阳0~3,-0.4,-1.2,-3.0,-4.7,0,下,-1.59,-1.58,60日内无板,,,,,,下影+4→下影+8,4.91,10.03,20.06,2023-10,2023
000631.SZSE,顺发恒能,2023-10-25,三接四阳,—,阳,1.89,小阳0~3,-0.4,-1.2,-3.0,-4.7,0,下,-1.59,-1.58,60日内无板,,,,,,下影+4→下影+8→下影+5,10.03,10.13,9.11,2023-10,2023
000636.SZSE,风华高科,2024-02-08,二接三阴,—,阴,-5.6,巨阴≤-5,-9.2,-15.0,-20.1,-24.3,0,下,-7.42,-6.45,60日内无板,,,,,,下影-1→实体+0,1.54,-3.47,-3.47,2024-02,2024
000637.SZSE,茂化实华,2025-06-23,二接三阴,—,阴,-0.98,小阴-3~0,1.2,2.2,3.8,4.2,4,上,2.12,-0.19,断16~60天,23.0,2.0,0.0,-15.8,05-15,下影+3→下影+10,8.62,-10.07,-10.07,2025-06,2025
000655.SZSE,金岭矿业,2025-07-10,二接三阳,—,阳,0.14,小阳0~3,1.0,2.6,4.1,4.5,4,上,2.86,0.89,60日内无板,,,,,,下影+8→下影+10,1.35,4.5,4.5,2025-07,2025
000655.SZSE,金岭矿业,2025-07-11,三接四阳,—,阳,0.14,小阳0~3,1.0,2.6,4.1,4.5,4,上,2.86,0.89,60日内无板,,,,,,下影+8→下影+10→下影+1,3.79,-14.51,-14.51,2025-07,2025
000656.SZSE,金科股份,2023-07-07,二接三阴,—,阴,0.82,小阳0~3,8.7,10.1,19.8,8.1,4,上,12.6,-4.29,断1天,1.0,1.0,10.7,-1.6,07-03,下影+1→下影+1,2.68,-12.2,-12.2,2023-07,2023
000656.SZSE,金科股份,2023-07-25,二接三阴,—,阴,-0.71,小阴-3~0,-0.1,-3.4,5.5,17.2,2,下,4.05,9.51,断8~15天,10.0,2.0,2.7,-9.4,07-06,下影-1→下影+1,2.98,10.27,16.22,2023-07,2023
000656.SZSE,金科股份,2026-07-06,二接三阳,—,阳,-1.83,小阴-3~0,-6.3,-13.2,-18.5,-21.2,0,下,-8.33,-5.37,60日内无板,,,,,,一字+10→一字+10,10.0,-5.59,-5.59,2026-07,2026
000659.SZSE,珠海中富,2024-02-28,二接三阳,—,阳,3.33,大阳3~5,4.8,8.6,-3.7,-10.0,2,上,-8.4,-6.65,60日内无板,,,,,,实体+1→下影+5,6.19,-12.85,-12.85,2024-02,2024
000661.SZSE,长春高新,2024-10-08,二接三阳,—,阳,7.34,巨阳≥5,8.5,11.0,12.3,11.1,4,上,2.59,1.07,60日内无板,,,,,,下影+5→下影+8,10.0,-3.02,-3.02,2024-10,2024
